12565_71559	o8_1,o5_2	I am a nurse and the more I studied biology, the more I was in awe of the miracle of our bodies. Every tiny cell has it's own design that is even more complex than a computer. When you look at a computer do you question that there had to be a creator? Or do you need proof that this highly organized machine came to be about by a mere accident or order of circumstances? Evolutionists need more faith than Creationists.	k, I believe that 'God' created and then tweaked via evolution? <br/> we all find out within 100 years anyways....
80918_71559	o8_1,o8_5,o5_1	I am a nurse and the more I studied biology, the more I was in awe of the miracle of our bodies. Every tiny cell has it's own design that is even more complex than a computer. When you look at a computer do you question that there had to be a creator? Or do you need proof that this highly organized machine came to be about by a mere accident or order of circumstances? Evolutionists need more faith than Creationists.	you cannot argue with the theory of creatoinism without getting into an extreamly dumb argument because anybody who beleives in creatoinism who is arguing with anyone who doesn't can say that god makes them think what they think <br/> TAKE A HINT EVERYBODY THIS ARGUMENT IS MORONIC!!!!!!!!!!!!!!!!!!
80918_12567	o8_1,o5_1	The scientific rigor you mention is not present in evolutionary theory. Here's one example: In the 1800s, Charles Lyell and others came up with dates for the rock strata. Radiometric dating wasn't invented until the 1900s. When it was invented, the techniques were calibrated to match the dates Lyell came up with. To say that this proves the dates that Lyell came up with is a logical fallacy, and it sure doesn't sound like true scientific rigor to me.	you cannot argue with the theory of creatoinism without getting into an extreamly dumb argument because anybody who beleives in creatoinism who is arguing with anyone who doesn't can say that god makes them think what they think <br/> TAKE A HINT EVERYBODY THIS ARGUMENT IS MORONIC!!!!!!!!!!!!!!!!!!
12568_12592	o8_1,o8_5,o6_1	God is abstract. He doesn't often show himself. In general, the idea of a god or gods is pretty hard to think about. <br/> Apes are concrete. You can see them. Generally, the whole ape concept is easy to get your hands around. <br/> It's funny that the supposedly unsophisticated ancients would all choose to believe in an abstract concept rather than a concrete one. If you asked Adam where he came from, why would he say "God must have created me, I've seen Him around the garden" instead of "I was magically transformed from one of those apes over there"?	I can prove to you that humans have not evolved since the beginning of recorded history
12586_28068	o8_4,o7_2	"Debates are based on convincing evidence. There is very little evidence supporting creation, while there are massive amounts supporting an evolutionary argument." <br/> True. But, evidence must withstand the test of accepted truth. We can't say that creation is false, because there is no explanation provided for the origins of the "particles" that caused the evolution theory. Although the evolution theory is interesting, and quite possible, it does not rule out creation. Since creation cannot be ruled out in any way, and evolution can, creation is the best possible theory.	Then according to your theory the fruit flies would have adapted and survived <br/> So I'm not really sure how that argument works...
12588_12581	o8_1,o9_3,o5_1,o6_1,o7_3	That's interesting because the burden of proof rests on you to prove that we are still evolving. <br/> I don't know about anyone else but I haven't noticed mankind change form for a few thousand years.... <br/> Another question- With this whole "big bang" theory. It seems like everything should have blown apart in a big bang and not come together.	Just because you think your opponent has been brainwashed one way or the other does not make your argument any stronger
28068_12583	o6_1,o7_4	"Debates are based on convincing evidence. There is very little evidence supporting creation, while there are massive amounts supporting an evolutionary argument." <br/> True. But, evidence must withstand the test of accepted truth. We can't say that creation is false, because there is no explanation provided for the origins of the "particles" that caused the evolution theory. Although the evolution theory is interesting, and quite possible, it does not rule out creation. Since creation cannot be ruled out in any way, and evolution can, creation is the best possible theory.	You're just as much brainwashed as I am <br/> except you're the other side
80918_70855	o8_1,o5_1	There has to have been a creator. If you believe in 'The Big Bang', then that's fine. But what caused it? And if it was caused by certain gases reacting with each other, then where did those gases come from? It doesn't matter how you think this universe came to be. The point is that it can't have just appeared. There must have been a creator.	you cannot argue with the theory of creatoinism without getting into an extreamly dumb argument because anybody who beleives in creatoinism who is arguing with anyone who doesn't can say that god makes them think what they think <br/> TAKE A HINT EVERYBODY THIS ARGUMENT IS MORONIC!!!!!!!!!!!!!!!!!!
28068_12563	o8_4,o8_5	"Debates are based on convincing evidence. There is very little evidence supporting creation, while there are massive amounts supporting an evolutionary argument." <br/> True. But, evidence must withstand the test of accepted truth. We can't say that creation is false, because there is no explanation provided for the origins of the "particles" that caused the evolution theory. Although the evolution theory is interesting, and quite possible, it does not rule out creation. Since creation cannot be ruled out in any way, and evolution can, creation is the best possible theory.	Oops, I meant to say creationist version of evolution. My apologies.
12579_44125	o7_2	Actually, creationism is an argument that has been in existence since the beginning of recorded history <br/> With the writing of the Old Testament <br/> I think you are referring to a time of more recent Christianity <br/> So the Biblical account is an argument which has been in existance much longer than your note	Our world could be a giant hologram <br/> http://www.newscientist.com/article/mg20126911.300-our-world-may-be-a-giant-hologram.html <br/> It is exceedingly likely that we live in a simulated universe
44218_28068	o8_1,o7_1	"Debates are based on convincing evidence. There is very little evidence supporting creation, while there are massive amounts supporting an evolutionary argument." <br/> True. But, evidence must withstand the test of accepted truth. We can't say that creation is false, because there is no explanation provided for the origins of the "particles" that caused the evolution theory. Although the evolution theory is interesting, and quite possible, it does not rule out creation. Since creation cannot be ruled out in any way, and evolution can, creation is the best possible theory.	it shouldnt be about how we got here but why are we here.
12585_12567	o8_1,o9_1,o5_2	The scientific rigor you mention is not present in evolutionary theory. Here's one example: In the 1800s, Charles Lyell and others came up with dates for the rock strata. Radiometric dating wasn't invented until the 1900s. When it was invented, the techniques were calibrated to match the dates Lyell came up with. To say that this proves the dates that Lyell came up with is a logical fallacy, and it sure doesn't sound like true scientific rigor to me.	Ah yes, the classic peppered moth argument <br/> I'm very familiar with it <br/> I'm not sure how that proves the evolutionary process <br/> Both moth colors have always been there <br/> Its just a matter of which is it easier for their prey to see. That's not evolution- <br/> That's a diet plan
12567_12575	o8_1	The scientific rigor you mention is not present in evolutionary theory. Here's one example: In the 1800s, Charles Lyell and others came up with dates for the rock strata. Radiometric dating wasn't invented until the 1900s. When it was invented, the techniques were calibrated to match the dates Lyell came up with. To say that this proves the dates that Lyell came up with is a logical fallacy, and it sure doesn't sound like true scientific rigor to me.	For us to understand God, is like your cat or dog trying to understand your income tax report! <br/> Evolution and Creation go hand in hand!
28068_12573	o8_1,o8_4	"Debates are based on convincing evidence. There is very little evidence supporting creation, while there are massive amounts supporting an evolutionary argument." <br/> True. But, evidence must withstand the test of accepted truth. We can't say that creation is false, because there is no explanation provided for the origins of the "particles" that caused the evolution theory. Although the evolution theory is interesting, and quite possible, it does not rule out creation. Since creation cannot be ruled out in any way, and evolution can, creation is the best possible theory.	* <br/> If evolution is true.... <br/> How come people aren't still evolving?
